PassengerId,Survived,Pclass,Sex,Age,Fare,Embarked,Title,Family
697,0.0,3,0,4,1,0,1,0
698,1.0,3,1,2,1,1,2,0
699,0.0,1,0,4,3,2,1,1
700,0.0,3,0,4,1,0,1,0
701,1.0,1,1,1,4,2,3,1
702,1.0,1,0,3,2,0,1,0
703,0.0,3,1,1,2,2,2,1
704,0.0,3,0,2,1,1,1,0
705,0.0,3,0,2,1,0,1,1
706,0.0,2,0,3,2,0,1,0
707,1.0,2,1,4,2,0,3,0
708,1.0,1,0,4,2,0,1,0
709,1.0,1,1,2,4,0,2,0
710,1.0,3,0,2,2,2,4,1
711,1.0,1,1,2,3,2,2,0
712,0.0,1,0,3,2,0,1,0
713,1.0,1,0,4,3,0,1,1
714,0.0,3,0,2,1,0,1,0
715,0.0,2,0,5,2,0,1,0
716,0.0,3,0,1,1,0,1,0
717,1.0,1,1,3,4,2,2,0
718,1.0,2,1,2,1,0,2,0
719,0.0,3,0,2,2,1,1,0
720,0.0,3,0,3,1,0,1,0
721,1.0,2,1,0,2,0,2,1
722,0.0,3,0,1,1,0,1,1
723,0.0,2,0,3,2,0,1,0
724,0.0,2,0,4,2,0,1,0
725,1.0,1,0,2,3,0,1,1
726,0.0,3,0,1,1,0,1,0
727,1.0,2,1,2,2,0,3,1
728,1.0,3,1,2,1,1,2,0
729,0.0,2,0,2,2,0,1,1
730,0.0,3,1,2,1,0,2,1
731,1.0,1,1,2,4,0,2,0
732,0.0,3,0,1,2,2,1,0
733,0.0,2,0,2,0,0,1,0
734,0.0,2,0,2,2,0,1,0
735,0.0,2,0,2,2,0,1,0
736,0.0,3,0,2,2,0,1,0
737,0.0,3,1,4,2,0,3,2
738,1.0,1,0,3,4,2,1,0
739,0.0,3,0,2,1,0,1,0
740,0.0,3,0,2,1,0,1,0
741,1.0,1,0,3,2,0,1,0
742,0.0,1,0,3,3,0,1,1
743,1.0,1,1,2,4,2,2,2
744,0.0,3,0,2,2,0,1,1
745,1.0,3,0,3,1,0,1,0
746,0.0,1,0,6,3,0,5,1
747,0.0,3,0,1,2,0,1,1
748,1.0,2,1,2,2,0,2,0
749,0.0,1,0,1,3,0,1,1
750,0.0,3,0,3,1,1,1,0
751,1.0,2,1,0,2,0,2,1
752,1.0,3,0,0,2,0,4,1
753,0.0,3,0,3,1,0,1,0
754,0.0,3,0,2,1,0,1,0
755,1.0,2,1,4,3,0,3,1
756,1.0,2,0,0,2,0,4,1
757,0.0,3,0,2,1,0,1,0
758,0.0,2,0,1,2,0,1,0
759,0.0,3,0,3,1,0,1,0
760,1.0,1,1,3,3,0,5,0
761,0.0,3,0,2,2,0,1,0
762,0.0,3,0,4,1,0,1,0
763,1.0,3,0,1,1,2,1,0
764,1.0,1,1,3,3,0,3,1
765,0.0,3,0,1,1,0,1,0
766,1.0,1,1,5,3,0,3,1
767,0.0,1,0,3,2,2,5,0
768,0.0,3,1,2,1,1,2,0
769,0.0,3,0,2,2,1,1,1
770,0.0,3,0,3,1,0,1,0
771,0.0,3,0,2,1,0,1,0
772,0.0,3,0,4,1,0,1,0
773,0.0,2,1,5,1,0,3,0
774,0.0,3,0,2,1,2,1,0
775,1.0,2,1,5,2,0,3,2
776,0.0,3,0,1,1,0,1,0
777,0.0,3,0,2,1,1,1,0
778,1.0,3,1,0,2,0,2,0
779,0.0,3,0,2,1,1,1,0
780,1.0,1,1,4,4,0,3,1
781,1.0,3,1,1,1,2,2,0
782,1.0,1,1,1,3,0,3,1
783,0.0,1,0,2,2,0,1,0
784,0.0,3,0,2,2,0,1,1
785,0.0,3,0,2,1,0,1,0
786,0.0,3,0,2,1,0,1,0
787,1.0,3,1,1,1,0,2,0
788,0.0,3,0,0,2,1,4,2
789,1.0,3,0,0,2,0,4,1
790,0.0,1,0,4,3,2,1,0
791,0.0,3,0,2,1,1,1,0
792,0.0,2,0,1,2,0,1,0
793,0.0,3,1,2,3,0,2,2
794,0.0,1,0,3,2,2,1,0
795,0.0,3,0,2,1,0,1,0
796,0.0,2,0,3,2,0,1,0
797,1.0,1,1,4,2,0,5,0
798,1.0,3,1,3,1,0,3,0
799,0.0,3,0,2,1,2,1,0
800,0.0,3,1,2,2,0,3,1
801,0.0,2,0,3,2,0,1,0
802,1.0,2,1,3,2,0,3,1
803,1.0,1,0,1,3,0,4,1
804,1.0,3,0,0,1,2,4,1
805,1.0,3,0,2,1,0,1,0
806,0.0,3,0,3,1,0,1,0
807,0.0,1,0,3,0,0,1,0
808,0.0,3,1,1,1,0,2,0
809,0.0,2,0,3,2,0,1,0
810,1.0,1,1,3,3,0,3,1
811,0.0,3,0,2,1,0,1,0
812,0.0,3,0,3,2,0,1,0
813,0.0,2,0,3,1,0,1,0
814,0.0,3,1,0,2,0,2,2
815,0.0,3,0,2,1,0,1,0
816,0.0,1,0,3,0,0,1,0
817,0.0,3,1,2,1,0,2,0
818,0.0,2,0,3,2,2,1,1
819,0.0,3,0,4,1,0,1,0
820,0.0,3,0,0,2,0,4,2
821,1.0,1,1,5,3,0,3,1
822,1.0,3,0,2,1,0,1,0
823,0.0,1,0,3,0,0,5,0
824,1.0,3,1,2,2,0,3,1
825,0.0,3,0,0,2,0,4,2
826,0.0,3,0,2,1,1,1,0
827,0.0,3,0,2,3,0,1,0
828,1.0,2,0,0,2,2,4,1
829,1.0,3,0,2,1,1,1,0
830,1.0,1,1,6,3,0,3,0
831,1.0,3,1,1,2,2,3,1
832,1.0,2,0,0,2,0,4,1
833,0.0,3,0,2,1,2,1,0
834,0.0,3,0,2,1,0,1,0
835,0.0,3,0,1,1,0,1,0
836,1.0,1,1,3,3,2,2,1
837,0.0,3,0,2,1,0,1,0
838,0.0,3,0,2,1,0,1,0
839,1.0,3,0,3,3,0,1,0
840,1.0,1,0,3,2,2,1,0
841,0.0,3,0,1,1,0,1,0
842,0.0,2,0,1,1,0,1,0
843,1.0,1,1,2,2,2,2,0
844,0.0,3,0,3,1,2,1,0
845,0.0,3,0,1,1,0,1,0
846,0.0,3,0,4,1,0,1,0
847,0.0,3,0,2,3,0,1,2
848,0.0,3,0,3,1,2,1,0
849,0.0,2,0,2,2,0,5,1
850,1.0,1,1,3,3,2,3,1
851,0.0,3,0,0,2,0,4,2
852,0.0,3,0,7,1,0,1,0
853,0.0,3,1,0,2,2,2,1
854,1.0,1,1,1,2,0,2,1
855,0.0,2,1,4,2,0,3,1
856,1.0,3,1,1,1,0,3,1
857,1.0,1,1,4,4,0,3,1
858,1.0,1,0,5,2,0,1,0
859,1.0,3,1,2,2,2,3,1
860,0.0,3,0,2,1,2,1,0
861,0.0,3,0,4,2,0,1,1
862,0.0,2,0,2,2,0,1,1
863,1.0,1,1,4,2,0,3,0
864,0.0,3,1,2,3,0,2,2
865,0.0,2,0,2,2,0,1,0
866,1.0,2,1,4,2,0,3,0
867,1.0,2,1,2,2,2,2,1
868,0.0,1,0,3,3,0,1,0
869,0.0,3,0,2,1,0,1,0
870,1.0,3,0,0,1,0,4,1
871,0.0,3,0,2,1,0,1,0
872,1.0,1,1,4,3,0,3,1
873,0.0,1,0,3,1,0,1,0
874,0.0,3,0,4,1,0,1,0
875,1.0,2,1,2,2,2,3,1
876,1.0,3,1,1,1,2,2,0
877,0.0,3,0,1,1,0,1,0
878,0.0,3,0,1,1,0,1,0
879,0.0,3,0,2,1,0,1,0
880,1.0,1,1,5,3,2,3,1
881,1.0,2,1,2,2,0,3,1
882,0.0,3,0,3,1,0,1,0
883,0.0,3,1,2,1,0,2,0
884,0.0,2,0,2,1,0,1,0
885,0.0,3,0,2,1,0,1,0
886,0.0,3,1,3,2,1,3,2
887,0.0,2,0,2,2,0,5,0
888,1.0,1,1,1,2,0,2,0
889,0.0,3,1,2,2,0,2,1
890,1.0,1,0,2,2,2,1,0
891,0.0,3,0,3,1,1,1,0
892,,3,0,3,1,1,1,0
893,,3,1,4,1,0,3,1
894,,2,0,6,1,1,1,0
895,,3,0,2,1,0,1,0
896,,3,1,2,2,0,3,1
897,,3,0,1,1,0,1,0
898,,3,1,2,1,1,2,0
899,,2,0,2,2,0,1,1
900,,3,1,1,1,2,3,0
901,,3,0,2,2,0,1,1
902,,3,0,2,1,0,1,0
903,,1,0,4,2,0,1,0
904,,1,1,2,3,0,3,1
905,,2,0,6,2,0,1,1
906,,1,1,4,3,0,3,1
907,,2,1,2,2,2,3,1
908,,2,0,3,2,1,1,0
909,,3,0,2,1,2,1,0
910,,3,1,2,1,0,2,1
911,,3,1,4,1,2,3,0
912,,1,0,5,3,2,1,1
913,,3,0,0,1,0,4,1
914,,1,1,4,2,0,3,0
915,,1,0,2,3,2,1,1
916,,1,1,4,4,2,3,2
917,,3,0,4,2,0,1,1
918,,1,1,2,3,2,2,1
919,,3,0,2,1,2,1,0
920,,1,0,4,2,0,1,0
921,,3,0,2,2,2,1,1
922,,2,0,4,2,0,1,1
923,,2,0,2,2,0,1,1
924,,3,1,3,2,0,3,1
925,,3,1,2,2,0,3,1
926,,1,0,2,3,2,1,1
927,,3,0,1,1,2,1,0
928,,3,1,2,1,0,2,0
929,,3,1,2,1,0,2,0
930,,3,0,2,1,0,1,0
931,,3,0,2,3,0,1,0
932,,3,0,3,2,2,1,1
933,,1,0,4,2,0,1,0
934,,3,0,4,1,0,1,0
935,,2,1,2,2,0,3,0
936,,1,1,4,3,0,3,1
937,,3,0,2,1,0,1,0
938,,1,0,4,2,2,1,0
939,,3,0,2,1,1,1,0
940,,1,1,5,3,2,3,0
941,,3,1,3,2,0,3,1
942,,1,0,2,3,0,1,1
943,,2,0,2,2,2,1,0
944,,2,1,1,2,0,2,1
945,,1,1,2,4,0,2,2
946,,2,0,2,2,2,1,0
947,,3,0,0,2,1,4,2
948,,3,0,3,1,0,1,0
949,,3,0,2,1,0,1,0
950,,3,0,2,2,0,1,1
951,,1,1,3,4,2,2,0
952,,3,0,1,1,0,1,0
953,,2,0,3,2,0,1,0
954,,3,0,1,1,0,1,0
955,,3,1,2,1,1,2,0
956,,1,0,1,4,2,4,2
957,,2,1,2,2,0,3,0
958,,3,1,1,1,1,2,0
959,,1,0,4,3,0,1,0
960,,1,0,3,2,2,1,0
961,,1,1,5,4,0,3,2
962,,3,1,2,1,1,2,0
963,,3,0,2,1,0,1,0
964,,3,1,2,1,0,2,0
965,,1,0,2,2,2,1,0
966,,1,1,3,4,2,2,0
967,,1,0,3,4,2,1,0
968,,3,0,2,1,0,1,0
969,,1,1,5,2,0,3,1
970,,2,0,2,2,0,1,0
971,,3,1,2,1,1,2,0
972,,3,0,0,2,2,4,1
973,,1,0,6,4,0,1,1
974,,1,0,4,2,0,1,0
975,,3,0,2,1,0,1,0
976,,2,0,2,1,1,1,0
977,,3,0,2,2,2,1,1
978,,3,1,2,1,1,2,0
979,,3,1,1,1,0,2,0
980,,3,1,2,1,1,2,0
981,,2,0,0,2,0,4,1
982,,3,1,2,2,0,3,1
983,,3,0,2,1,0,1,0
984,,1,1,2,3,0,3,1
985,,3,0,2,1,0,1,0
986,,1,0,2,2,2,1,0
987,,3,0,2,1,0,1,0
988,,1,1,7,3,0,3,1
989,,3,0,2,1,0,1,0
990,,3,1,1,1,0,2,0
991,,3,0,3,1,0,1,0
992,,1,1,4,3,2,3,1
993,,2,0,2,2,0,1,1
994,,3,0,2,1,1,1,0
995,,3,0,2,1,0,1,0
996,,3,1,1,1,2,3,1
997,,3,0,2,2,0,1,0
998,,3,0,2,1,1,1,0
999,,3,0,2,1,1,1,0
1000,,3,0,2,1,0,1,0
1001,,2,0,1,2,0,1,0
1002,,2,0,4,2,2,1,0
1003,,3,1,2,1,1,2,0
1004,,1,1,3,2,2,2,0
1005,,3,1,1,1,1,2,0
1006,,1,1,6,4,0,3,1
1007,,3,0,1,2,2,1,1
1008,,3,0,2,1,2,1,0
1009,,3,1,0,2,0,2,1
1010,,1,0,3,3,2,1,0
1011,,2,1,2,2,0,3,1
1012,,2,1,1,2,0,2,0
1013,,3,0,2,1,1,1,1
1014,,1,1,3,3,2,3,1
1015,,3,0,2,1,0,1,0
1016,,3,0,2,1,1,1,0
1017,,3,1,1,2,0,2,1
1018,,3,0,2,1,0,1,0
1019,,3,1,2,2,1,2,1
1020,,2,0,4,2,0,1,0
1021,,3,0,2,1,0,1,0
1022,,3,0,3,1,0,1,0
1023,,1,0,5,2,2,5,0
1024,,3,1,2,2,0,3,2
1025,,3,0,2,1,2,1,1
1026,,3,0,4,1,0,1,0
1027,,3,0,2,1,0,1,0
1028,,3,0,2,1,2,1,0
1029,,2,0,2,2,0,1,0
1030,,3,1,2,1,0,2,0
1031,,3,0,3,3,0,1,2
1032,,3,1,0,3,0,2,2
1033,,1,1,3,4,0,2,0
1034,,1,0,6,4,2,1,2
1035,,2,0,2,2,0,1,0
1036,,1,0,4,2,0,1,0
1037,,3,0,3,2,0,1,1
1038,,1,0,4,3,0,1,0
1039,,3,0,2,1,0,1,0
1040,,1,0,4,2,0,1,0
1041,,2,0,2,2,0,5,1
1042,,1,1,2,3,2,3,1
1043,,3,0,2,1,2,1,0
1044,,3,0,5,2,0,1,0
1045,,3,1,3,2,0,3,1
1046,,3,0,1,2,0,4,2
1047,,3,0,2,1,0,1,0
1048,,1,1,2,4,0,2,0
1049,,3,1,2,1,0,2,0
1050,,1,0,4,2,0,1,0
1051,,3,1,2,2,0,3,1
1052,,3,1,2,1,1,2,0
1053,,3,0,0,2,2,4,1
1054,,2,1,2,2,0,2,0
1055,,3,0,2,1,0,1,0
1056,,2,0,4,2,0,5,0
1057,,3,1,2,2,0,3,1
1058,,1,0,4,3,2,1,0
1059,,3,0,1,2,0,1,2
1060,,1,1,4,2,2,3,0
1061,,3,1,2,1,0,2,0
1062,,3,0,2,1,0,1,0
1063,,3,0,2,1,2,1,0
1064,,3,0,2,2,0,1,1
1065,,3,0,2,1,2,1,0
1066,,3,0,3,2,0,1,2
1067,,2,1,1,2,0,2,1
1068,,2,1,1,2,0,2,0
1069,,1,0,5,3,2,1,1
1070,,2,1,3,2,0,3,1
1071,,1,1,6,3,2,3,1
1072,,2,0,2,2,0,1,0
1073,,1,0,3,3,2,1,1
1074,,1,1,1,3,0,3,1
1075,,3,0,2,1,1,1,0
1076,,1,1,2,4,2,3,1
1077,,2,0,3,2,0,1,0
1078,,2,1,2,2,0,2,1
1079,,3,0,1,1,0,1,1
1080,,3,1,2,3,0,2,2
1081,,2,0,3,2,0,1,0
1082,,2,0,3,2,0,1,1
1083,,1,0,4,2,0,1,0
1084,,3,0,1,2,0,4,1
1085,,2,0,6,2,1,1,0
1086,,2,0,0,2,0,4,1
1087,,3,0,3,1,0,1,0
1088,,1,0,0,3,2,4,1
1089,,3,1,1,1,0,2,0
1090,,2,0,2,1,0,1,0
1091,,3,1,2,1,0,3,0
1092,,3,1,2,2,1,2,0
1093,,3,0,0,2,0,4,1
1094,,1,0,4,4,2,5,1
1095,,2,1,0,2,0,2,1
1096,,2,0,2,1,0,1,0
1097,,1,0,4,2,2,1,0
1098,,3,1,3,1,1,2,0
1099,,2,0,2,1,0,1,0
1100,,1,1,3,2,2,2,0
1101,,3,0,2,1,0,1,0
1102,,3,0,3,2,0,1,0
1103,,3,0,2,1,0,1,0
1104,,2,0,1,3,0,1,0
1105,,2,1,5,2,0,3,1
1106,,3,1,3,1,0,2,2
1107,,1,0,4,3,0,1,0
1108,,3,1,2,1,1,2,0
1109,,1,0,5,4,0,1,1
1110,,1,1,4,4,2,3,1
1111,,3,0,2,1,0,1,0
1112,,2,1,2,2,2,2,1
1113,,3,0,2,1,0,1,0
1114,,2,1,2,1,0,3,0
1115,,3,0,2,1,0,1,0
1116,,1,1,5,2,2,3,0
1117,,3,1,2,2,2,3,1
1118,,3,0,2,1,0,1,0
1119,,3,1,2,1,1,2,0
1120,,3,0,3,2,0,1,0
1121,,2,0,3,2,0,1,0
1122,,2,0,1,3,0,1,0
1123,,1,1,2,2,0,2,0
1124,,3,0,2,1,0,1,1
1125,,3,0,2,1,1,1,0
1126,,1,0,3,3,2,1,1
1127,,3,0,1,1,0,1,0
1128,,1,0,6,3,2,1,1
1129,,3,0,1,1,2,1,0
1130,,2,1,1,2,0,2,1
1131,,1,1,4,3,2,3,1
1132,,1,1,5,2,2,3,0
1133,,2,1,4,2,0,3,1
1134,,1,0,4,3,2,1,1
1135,,3,0,2,1,0,1,0
1136,,3,0,2,2,0,4,1
1137,,1,0,4,3,0,1,1
1138,,2,1,2,2,0,3,0
1139,,2,0,4,2,0,1,1
1140,,2,1,2,2,0,3,1
1141,,3,1,2,2,2,3,1
1142,,2,1,0,2,0,2,1
1143,,3,0,1,1,0,1,0
1144,,1,0,2,3,2,1,1
1145,,3,0,2,1,0,1,0
1146,,3,0,3,1,0,1,0
1147,,3,0,2,1,0,1,0
1148,,3,0,2,1,1,1,0
1149,,3,0,2,1,0,1,0
1150,,2,1,1,2,0,2,0
1151,,3,0,2,1,0,1,0
1152,,3,0,3,2,0,1,1
1153,,3,0,2,1,0,1,0
1154,,2,1,2,2,0,3,1
1155,,3,1,0,2,0,2,1
1156,,2,0,2,2,2,1,0
1157,,3,0,2,1,0,1,0
1158,,1,0,4,0,0,1,0
1159,,3,0,2,1,0,1,0
1160,,3,1,2,1,0,2,0
1161,,3,0,1,1,0,1,0
1162,,1,0,4,3,2,1,0
1163,,3,0,2,1,1,1,0
1164,,1,1,2,3,2,3,1
1165,,3,1,2,2,1,2,1
1166,,3,0,2,1,2,1,0
1167,,2,1,1,2,0,2,1
1168,,2,0,2,1,0,1,0
1169,,2,0,3,2,0,1,1
1170,,2,0,2,2,0,1,1
1171,,2,0,2,1,0,1,0
1172,,3,1,2,1,0,2,0
1173,,3,0,0,2,0,4,1
1174,,3,1,2,1,1,2,0
1175,,3,1,0,2,2,2,1
1176,,3,1,0,2,0,2,1
1177,,3,0,3,1,0,1,0
1178,,3,0,2,1,0,1,0
1179,,1,0,2,3,0,1,1
1180,,3,0,2,1,2,1,0
1181,,3,0,2,1,0,1,0
1182,,1,0,4,2,0,1,0
1183,,3,1,2,1,1,2,0
1184,,3,0,2,1,2,1,0
1185,,1,0,5,3,0,5,1
1186,,3,0,3,1,0,1,0
1187,,3,0,2,1,0,1,0
1188,,2,1,0,3,2,2,1
1189,,3,0,2,2,2,1,1
1190,,1,0,2,3,0,1,0
1191,,3,0,2,1,0,1,0
1192,,3,0,3,1,0,1,0
1193,,2,0,2,2,2,1,0
1194,,2,0,4,2,0,1,1
1195,,3,0,2,1,0,1,0
1196,,3,1,2,1,1,2,0
1197,,1,1,6,2,0,3,1
1198,,1,0,2,4,0,1,1
1199,,3,0,0,1,0,4,1
1200,,1,0,5,3,0,1,1
1201,,3,1,4,2,0,3,1
1202,,3,0,1,1,0,1,0
1203,,3,0,2,1,2,1,0
1204,,3,0,2,1,0,1,0
1205,,3,1,3,1,1,2,0
1206,,1,1,5,3,2,3,0
1207,,3,1,1,1,1,2,0
1208,,1,0,5,4,2,1,1
1209,,2,0,1,1,0,1,0
1210,,3,0,2,1,0,1,0
1211,,2,0,2,2,0,1,1
1212,,3,0,2,1,0,1,0
1213,,3,0,2,1,2,1,0
1214,,2,0,2,2,0,1,0
1215,,1,0,3,2,0,1,0
1216,,1,1,3,4,0,2,0
1217,,3,0,2,1,0,1,0
1218,,2,1,1,2,0,2,1
1219,,1,0,4,3,2,1,0
1220,,2,0,2,2,0,1,1
1221,,2,0,2,2,0,1,0
1222,,2,1,4,2,0,3,1
1223,,1,0,3,2,2,1,0
1224,,3,0,2,1,2,1,0
1225,,3,1,1,2,2,3,1
1226,,3,0,2,1,0,1,0
1227,,1,0,2,2,0,1,0
1228,,2,0,3,2,0,1,0
1229,,3,0,3,1,2,1,1
1230,,2,0,2,2,0,1,0
1231,,3,0,2,1,2,4,0
1232,,2,0,1,1,0,1,0
1233,,3,0,3,1,0,1,0
1234,,3,0,2,3,0,1,2
1235,,1,1,5,4,2,3,1
1236,,3,0,2,2,0,4,1
1237,,3,1,1,1,0,2,0
1238,,2,0,2,2,0,1,0
1239,,3,1,3,1,2,3,0
1240,,2,0,2,2,0,1,0
1241,,2,1,3,2,0,2,0
1242,,1,1,4,3,2,3,1
1243,,2,0,2,1,0,1,0
1244,,2,0,1,3,0,1,0
1245,,2,0,4,3,0,1,1
1246,,3,1,0,2,0,2,1
1247,,1,0,4,2,0,1,0
1248,,1,1,5,3,0,3,1
1249,,3,0,2,1,0,1,0
1250,,3,0,2,1,1,1,0
1251,,3,1,2,2,0,3,1
1252,,3,0,1,3,0,4,2
1253,,2,1,2,2,2,3,1
1254,,2,1,3,2,0,3,0
1255,,3,0,2,1,0,1,0
1256,,1,1,2,3,2,3,1
1257,,3,1,2,3,0,3,2
1258,,3,0,2,2,2,1,1
1259,,3,1,2,2,0,2,0
1260,,1,1,4,3,2,3,1
1261,,2,0,2,2,2,1,0
1262,,2,0,2,2,0,1,1
1263,,1,1,3,3,2,2,0
1264,,1,0,4,0,0,1,0
1265,,2,0,4,2,0,1,0
1266,,1,1,5,3,0,3,1
1267,,1,1,4,4,2,2,0
1268,,3,1,2,1,0,2,1
1269,,2,0,2,2,0,1,0
1270,,1,0,5,3,0,1,0
1271,,3,0,0,2,0,4,2
1272,,3,0,2,1,1,1,0
1273,,3,0,2,1,1,1,0
1274,,3,1,2,2,0,3,0
1275,,3,1,1,2,0,3,1
1276,,2,0,2,2,0,1,0
1277,,2,1,2,3,0,2,1
1278,,3,0,2,1,0,1,0
1279,,2,0,5,2,0,1,0
1280,,3,0,2,1,1,1,0
1281,,3,0,0,2,0,4,2
1282,,1,0,2,3,0,1,0
1283,,1,1,5,2,0,3,1
1284,,3,0,1,2,0,4,1
1285,,2,0,4,1,0,1,0
1286,,3,0,2,2,0,1,2
1287,,1,1,1,3,0,3,1
1288,,3,0,2,1,1,1,0
1289,,1,1,4,3,2,3,1
1290,,3,0,2,1,0,1,0
1291,,3,0,3,1,1,1,0
1292,,1,1,2,4,0,2,0
1293,,2,0,3,2,0,1,1
1294,,1,1,2,3,2,2,1
1295,,1,0,1,3,0,1,0
1296,,1,0,4,2,2,1,1
1297,,2,0,1,2,2,1,0
1298,,2,0,2,1,0,1,1
1299,,1,0,4,4,2,1,1
1300,,3,1,2,1,1,2,0
1301,,3,1,0,2,0,2,1
1302,,3,1,2,1,1,2,0
1303,,1,1,3,3,1,3,1
1304,,3,1,2,1,0,2,0
1305,,3,0,2,1,0,1,0
1306,,1,1,3,3,2,5,0
1307,,3,0,3,1,0,1,0
1308,,3,0,2,1,0,1,0
1309,,3,0,2,2,2,4,1
